4.56579987E+002	1.00000000E+001	9.30440002E+002
4.55989990E+002	1.00000000E+001	9.42789978E+002
4.55989990E+002	1.00000000E+001	9.42789978E+002
4.73890015E+002	1.00000000E+001	9.43349976E+002
4.74459991E+002	1.00000000E+001	9.31280029E+002
4.56579987E+002	1.00000000E+001	9.30440002E+002
4.73890015E+002	1.00000000E+001	9.43349976E+002
4.74459991E+002	1.00000000E+001	9.31280029E+002
4.56579987E+002	0.00000000E+000	9.30440002E+002
4.55989990E+002	0.00000000E+000	9.42789978E+002
4.55989990E+002	0.00000000E+000	9.42789978E+002
4.73890015E+002	0.00000000E+000	9.43349976E+002
4.74459991E+002	0.00000000E+000	9.31280029E+002
4.56579987E+002	0.00000000E+000	9.30440002E+002
4.73890015E+002	0.00000000E+000	9.43349976E+002
4.74459991E+002	0.00000000E+000	9.31280029E+002
4.56579987E+002	1.00000000E+001	9.30440002E+002
4.74459991E+002	1.00000000E+001	9.31280029E+002
4.73890015E+002	1.00000000E+001	9.43349976E+002
4.55989990E+002	1.00000000E+001	9.42789978E+002
4.56579987E+002	1.00000000E+001	9.30440002E+002
4.56579987E+002	0.00000000E+000	9.30440002E+002
4.74459991E+002	0.00000000E+000	9.31280029E+002
4.73890015E+002	0.00000000E+000	9.43349976E+002
4.55989990E+002	0.00000000E+000	9.42789978E+002
4.56579987E+002	0.00000000E+000	9.30440002E+002
