1.20422998E+003	1.00000000E+001	9.52630005E+002
1.22804004E+003	1.00000000E+001	9.53580017E+002
1.21445996E+003	1.00000000E+001	9.21599976E+002
1.20547998E+003	1.00000000E+001	9.21239990E+002
1.23795996E+003	1.00000000E+001	9.19460022E+002
1.23898999E+003	1.00000000E+001	8.93929993E+002
1.22320996E+003	1.00000000E+001	9.18859985E+002
1.23795996E+003	1.00000000E+001	9.19460022E+002
1.22277002E+003	1.00000000E+001	9.29830017E+002
1.22320996E+003	1.00000000E+001	9.18859985E+002
1.22831995E+003	1.00000000E+001	9.46570007E+002
1.24006006E+003	1.00000000E+001	9.47039978E+002
1.24006006E+003	1.00000000E+001	9.47039978E+002
1.24071997E+003	1.00000000E+001	9.30549988E+002
1.21560999E+003	1.00000000E+001	8.92989990E+002
1.21445996E+003	1.00000000E+001	9.21599976E+002
1.23898999E+003	1.00000000E+001	8.93929993E+002
1.21560999E+003	1.00000000E+001	8.92989990E+002
1.20547998E+003	1.00000000E+001	9.21239990E+002
1.20422998E+003	1.00000000E+001	9.52630005E+002
1.22804004E+003	1.00000000E+001	9.53580017E+002
1.22831995E+003	1.00000000E+001	9.46570007E+002
1.24071997E+003	1.00000000E+001	9.30549988E+002
1.22277002E+003	1.00000000E+001	9.29830017E+002
1.20422998E+003	0.00000000E+000	9.52630005E+002
1.22804004E+003	0.00000000E+000	9.53580017E+002
1.21445996E+003	0.00000000E+000	9.21599976E+002
1.20547998E+003	0.00000000E+000	9.21239990E+002
1.23795996E+003	0.00000000E+000	9.19460022E+002
1.23898999E+003	0.00000000E+000	8.93929993E+002
1.22320996E+003	0.00000000E+000	9.18859985E+002
1.23795996E+003	0.00000000E+000	9.19460022E+002
1.22277002E+003	0.00000000E+000	9.29830017E+002
1.22320996E+003	0.00000000E+000	9.18859985E+002
1.22831995E+003	0.00000000E+000	9.46570007E+002
1.24006006E+003	0.00000000E+000	9.47039978E+002
1.24006006E+003	0.00000000E+000	9.47039978E+002
1.24071997E+003	0.00000000E+000	9.30549988E+002
1.21560999E+003	0.00000000E+000	8.92989990E+002
1.21445996E+003	0.00000000E+000	9.21599976E+002
1.23898999E+003	0.00000000E+000	8.93929993E+002
1.21560999E+003	0.00000000E+000	8.92989990E+002
1.20547998E+003	0.00000000E+000	9.21239990E+002
1.20422998E+003	0.00000000E+000	9.52630005E+002
1.22804004E+003	0.00000000E+000	9.53580017E+002
1.22831995E+003	0.00000000E+000	9.46570007E+002
1.24071997E+003	0.00000000E+000	9.30549988E+002
1.22277002E+003	0.00000000E+000	9.29830017E+002
1.20422998E+003	1.00000000E+001	9.52630005E+002
1.20547998E+003	1.00000000E+001	9.21239990E+002
1.21445996E+003	1.00000000E+001	9.21599976E+002
1.21560999E+003	1.00000000E+001	8.92989990E+002
1.23898999E+003	1.00000000E+001	8.93929993E+002
1.23795996E+003	1.00000000E+001	9.19460022E+002
1.22320996E+003	1.00000000E+001	9.18859985E+002
1.22277002E+003	1.00000000E+001	9.29830017E+002
1.24071997E+003	1.00000000E+001	9.30549988E+002
1.24006006E+003	1.00000000E+001	9.47039978E+002
1.22831995E+003	1.00000000E+001	9.46570007E+002
1.22804004E+003	1.00000000E+001	9.53580017E+002
1.20422998E+003	1.00000000E+001	9.52630005E+002
1.20422998E+003	0.00000000E+000	9.52630005E+002
1.20547998E+003	0.00000000E+000	9.21239990E+002
1.21445996E+003	0.00000000E+000	9.21599976E+002
1.21560999E+003	0.00000000E+000	8.92989990E+002
1.23898999E+003	0.00000000E+000	8.93929993E+002
1.23795996E+003	0.00000000E+000	9.19460022E+002
1.22320996E+003	0.00000000E+000	9.18859985E+002
1.22277002E+003	0.00000000E+000	9.29830017E+002
1.24071997E+003	0.00000000E+000	9.30549988E+002
1.24006006E+003	0.00000000E+000	9.47039978E+002
1.22831995E+003	0.00000000E+000	9.46570007E+002
1.22804004E+003	0.00000000E+000	9.53580017E+002
1.20422998E+003	0.00000000E+000	9.52630005E+002
